#STARTDIALOGUE
how would you consider your pain level to be now	how intense is the pain	[ fear2 ]it is pretty bad. my back hurts all the time and i can't even work.	how intense is the pain	True	00000000	FF000000
have you tried anything to make it feel better	what makes the pain better	i tried some ibuprofen, but i don't think that is helping very much.	have you tried anything for the pain	True	00000000	FF000000
have you ever had any other problems with back pain	are you having any other pain	no, just the back pain.	are you having any other pain	True	00000000	FF000000
have you had back pain before	have you had back pain before	no, never.	have you had pain before	False	FF00B050	FF000000
is there anything else you are concerned about today	any other problems	the occasional need to urinate more frequently.	any other problems	True	00000000	FF000000
tell me more about your occasional need to urinate more frequently.	describe the frequent urination	my buddy was moving from the second floor in an apartment building.  i bent down to help lift the couch and my back has been hurting ever since.	tell me more	False	FF00B050	FF000000
i am going to ask a few questions about your past medical history now. do you have any allergies	do you have any allergies	i am not allergic to anything that i know of	do you have any allergies	True	00000000	FF000000
have you had any past surgeries	any prior surgeries	i have never had any surgeries.	any prior surgeries	True	00000000	FF000000
have you ever been hospitalized for any reason	have you ever been in the hospital	i have never had to stay in a hospital.	have you ever been in the hospital	True	00000000	FF000000
is there anything in your family's medical history i should be aware of	any family history of illness	i'm afraid i don't understand that question.	<None>	False	FFFFFF00	FF00B0F0
can you tell me about your family's medical history	how is your family	my parents are fine but i have no brothers and sisters.	how is your family	True	00000000	FF000000
has your father had any illnesses	any family history of illness	nothing that i can think of. my parents are healthy and they didn't have any unusual illnesses. i don't really know much about my grandparents.	any family history of illness	True	00000000	FF000000
is there a history of heart problems in your family	any heart problems in your family	no heart issues in my family.	any heart problems in your family	True	00000000	FF000000
is there anything else about your family i should know	is there anything else i can help you with	no, thank you for seeing me.  hopefully we can get this pain taken care of and i can get back to work.	is there anything else i can help you with	True	00000000	FF000000
#STARTDIALOGUE
hello mr. wilkins, what brings you into the office today	what brings you in today	hello doctor.  i am so glad to see you.	hello mr	False	FF00B050	FF000000
what brings you into the office today	what brings you in today	i was hoping you could help me with my back pain, it really hurts! it has been awful.   i can barely even tie my shoes.	what brings you in today	True	00000000	FF000000
how long have you noticed the backpain	how long have you had the pain	i'm afraid i don't understand that question.	<None>	False	FF7030A0	FF00B0F0
when did it start	when did the pain start	the pain started about four or five days ago.	when did the pain start	True	00000000	FF000000
how bad is the pain	how intense is the pain	[ fear2 ]it is pretty bad. my back hurts all the time and i can't even work.	how intense is the pain	True	00000000	FF000000
does anything help with the pain	what makes the pain better	[ sadness2 ]the only thing that seems to help some is ibuprofen, and that doesn't help all that much.	what makes the pain better	True	00000000	FF000000
does anything make it worse	what makes the pain worse	[ pain3 ]bending down and moving makes it feel a lot worse.  the other day i couldn't even pick up a car part off of the bottom shelf.	what makes the pain worse	True	00000000	FF000000
how has this impacted your life	how has this affected you	[ fear1 ]i haven't been able to work.	how has this affected you	True	00000000	FF000000
what do you do for work	what do you do for a living	i am an auto mechanic.  i have a garage a couple of blocks from here.  i do repairs and custom restorations.	what do you do for a living	True	00000000	FF000000
has the back pain impacted your ability to work	do you have any hip pain	no, no back pain	do you have any hip pain	True	00000000	FF000000
do you have any other medical problems	do you have any medical problems	no, not really.  i have always been pretty healthy.	do you have any medical problems	True	00000000	FF000000
what about your parents? were they healthy	are your parents healthy	all of my grandparents are deceased.i didn't really know them or much about them. i don't even know how they died.	are your grandparents healthy	False	FF00B050	FF0070C0
have you ever had any previous hospitilzations	have you ever been in the hospital	i'm sorry, i don't understand that question. would you restate it?	<None>	False	FF7030A0	FF00B0F0
what medications are you currently taking	are you taking any medication	i took some ibuprofen for a few days.	what pills did you take	False	FF00B050	FF000000
do you have any allergies	do you have any allergies	i am not allergic to anything that i know of	do you have any allergies	True	00000000	FF000000
do you consume alcohol	do you drink	a beer or 2 at football games, or a glass of wine now and then. nothing much more than that.	do you drink	True	00000000	FF000000
do you use any drugs	do you use illegal drugs	i have been taking ibuprofen for a few days. addtopic(~othermedications)	are you taking any medication	False	FF00B050	FF000000
are you married	are you married	i'm single.	are you married	True	00000000	FF000000
do you have any children	do you have any children	i have no children.	do you have any children	True	00000000	FF000000
hello mr. wilkins, how are you today	how are you	hello doctor.  i am so glad to see you.	hello mr	False	FF00B050	FF000000
what brings you into the office today	what brings you in today	i was hoping you could help me with my back pain, it really hurts! it has been awful.   i can barely even tie my shoes.	what brings you in today	True	00000000	FF000000
do you have any other concerns besides the back pain	any other problems	the occasional need to urinate more frequently.	any other problems	True	00000000	FF000000
when did you notice the pain started	when did the pain start	the pain started about four or five days ago.	when did the pain start	True	00000000	FF000000
how would you rate the pain	can you rate the pain	[ pain2 ]right now, i would call my pain a 7. when i take the ibuprofen, it goes down to about a 5 or 6.	can you rate the pain	True	00000000	FF000000
where is the pain located	where is the pain	it is mostly in my lower back.	where is the pain	True	00000000	FF000000
does anything make it worse	what makes the pain worse	[ pain3 ]bending down and moving makes it feel a lot worse.  the other day i couldn't even pick up a car part off of the bottom shelf.	what makes the pain worse	True	00000000	FF000000
does anything make it better	what makes the pain better	[ sadness2 ]the only thing that seems to help some is ibuprofen, and that doesn't help all that much.	what makes the pain better	True	00000000	FF000000
do you notice any associated symptoms	any other problems	i don't think so.	any other problems	True	00000000	FF000000
how has this affected your life	how has this affected you	[ fear1 ]i haven't been able to work.	how has this affected you	True	00000000	FF000000
what do you do for work	what do you do for a living	i am an auto mechanic.  i have a garage a couple of blocks from here.  i do repairs and custom restorations.	what do you do for a living	True	00000000	FF000000
how long have you worked there	how long have you been a mechanic	about 17 years. i used to work for jiffy-lube, but now i own my own garage.	how long have you been a mechanic	True	00000000	FF000000
are you married	are you married	i'm single.	are you married	True	00000000	FF000000
do you have any kids	do you have any children	i have no children.	do you have any children	True	00000000	FF000000
is your dad still alive	are your parents living	both of my parents are alive and well.	are your parents living	True	00000000	FF000000
do you take any medications	are you taking any medication	i have been taking ibuprofen for a few days. addtopic(~othermedications)	are you taking any medication	True	00000000	FF000000
do you consume alcohol	do you drink	a beer or 2 at football games, or a glass of wine now and then. nothing much more than that.	do you drink	True	00000000	FF000000
do you smoke	do you smoke	[ contempt1 ]no.  like all kids i tried a cigarette in high school but i hated it.	do you smoke	True	00000000	FF000000
do you use any other illicit drugs	do you use illegal drugs	[ contempt4 ]no, never.  i have seen too many people go down that path.  i never touch the stuff.	do you use illegal drugs	True	00000000	FF000000
