18	do you have anything else that you would like to discuss today
186	how much ibuprofen have you been taking
8	do you have any other concerns
63	that must be difficult for you
160	have you taken any tylenol or done anything to help your back pain this time
172	when did this start
75	has anyone in your family ever been diagnosed with cancer
151	ok well i'd definatly like to get to the bottom of your pain but furst i'd like to aks you some questions to get to know you better and get an accurate picture of your overall health. does that sound ok
2	ok.  how long ago did the back pain start
57	that's great. you mentioned that you work- where do you work
8	are there any other symptoms that you've noticed
66	how has this effected your life
75	do you have any history of illnesses in your family
68	what is the dosage of tylenol
74	allergies
60	can you tell me more about your back pain
72	thank you so much for taking the time to answer those questions
65	how would you characterize the pain
78	do you have any children
14	hello!
52	are you sexually active
32	any hospitalizations
156	any other strange sensations during urination
100	thank you.  i will speak to the physician about your back pain, and he will deivide the coarse of action
18	anything else to add about the back pain jim
216	how often do you have bowel movements
53	i see. do you feel safe at home
71	ok. any vitamins or supplements
41	do you feel safe where you live
49	have you ever taken any illicit drugs
277	ok i'll speak with my attending to try and come up with a plan to help your back pain
84	do you have any questions for me
81	who do you live with
74	do you have any allergies
32	any hospitalizations or er visits
73	what about past injuries
75	anyone in your family have kidney disease
13	hello mr. wilkins. how are you today
74	any allergies
45	what do you do for fun
45	what do you do for fun
37	how would you describe your health
77	great. do you have any siblings
95	i see. were your partners men, women, or both
117	how often do you urinate
3	does anything make your back pain worse
261	do you have a family
161	/and it is a dull ache
0	hello mr. wilkins, my name is terese and i am the medical student working with you today. what would you like to talk about today
63	that's too bad!
145	how many meals a day do you eat
77	do you have any siblings
49	do you use any reacreational drugs
103	and what was happening when the pain started
219	that's good. have you ever smoked
11	does it radiate to any other parts of your body
76	is your dad still alive
57	where do you work, mr. wilkins
77	do you have siblings
60	so what's been going on
52	that is understandable. have you been sexually active recently
81	do you live with anyone at home
19	great so you seem pretty healthy on a whole
78	do you have kids
73	any previous back injuries or pain
101	what is your name
51	are you happy
10	can you describe the pain
13	hello mr. wilkins. my name is nolan farrell, i am a first year medical student and a part of the support team here. how are you today
49	do you use drugs?/
66	how has the pain affected your lifethese last few days
50	do you smoke
60	can you tell me more about your pack pain
107	okay mr. wilkins, i'm hearing that you hurt your back 4 or 5 days ago helping move a couch.  the pain is very intense and has not subsided in the past 5 days.  bending over makes it worse and ibuprofen does not ease the pain.  this is impacting many parts of your life including your job and daily activities.  is that correct
8	thank you. it says here you are here for back pain. is there anything else
72	thank you for sharing with me.
49	do you use drugs
40	are your parents healthy
8	i'm very sorry to heat that. is there anything else you wanted to talk about today
60	can you tell me more about your pain
172	when did the need to urinate more frequently start
30	have you had back pain before
67	how many times a day do you take ibuprofin
148	is not being able to work a concern for you
8	okay do you have any other concerns you want to talk about today
71	do you take any supplements
79	is work stressful
34	any medications
72	i believe i have all the info i need. we will help you with your back. thank you for your time.
156	does it burn when you urinate
52	are you sexually active
11	is there any radiating pain
27	what caused the onset
10	ok and you describe the nature of your pain
34	do you take any medications regularly
239	when does the pain occur
75	okay, i am going to ask you some family history now
186	how much ibuprofen to you take
32	have your family members ever been hospitalized
51	im happy your happy
24	could you rate how intense the pain is on a scale from 1 to 10
146	how much do you drink a week
342	can you stand up
74	do you have any allergies
81	do you live with anyone at home
5	does anything help the pain
11	does it radiate anywhere
81	who lives at home with you
0	could you tell me about what brought you in today
35	any prescribed medications
226	are your grandparents still with us
209	are there any guns in your house
37	can you tell me a little bit about any previous health problems you've had
0	why did you come into the office today
134	i see. a week is quite a long time to have to have this kind of pain. has it been worsening since it started
34	do you take any medications on a regular basis
228	are you worried about anything besides your back
95	can you tell me about your sexuality? are you attracted to men or women
138	have you had pain like this before
3	does anything make it worse
226	do you have grand parents
185	ok mr. wilkins lets move into some information about yourself.
2	when did you first notice it
207	i am going to ask some personal questions about your social history
168	does it occur every time you urinate
49	do you use any recreational drugs
22	i'm sorry. is the pain constant or intermittent
111	do you like your job
156	is there any burning or itching when you urinate
119	how is your diet
22	is the pain constant
31	next, we are going to talk about your past medical history to see if this will give me any insight into your problem.  have you had any surgeries
320	and it has prevented you from working, right
38	sorry mr. wilkins, i need to obtain a medical history from you today
48	that's good to hear. do you drink alcohol
94	when you were did you use sexual protection
208	what did they die from
173	how old are you
52	are you sexually active
24	on a scale of 1-10. 1 being no pain, 10 being the worst pain you've ever felt. how would you rate this back pain
169	how have you been managing your pain
4	you mentioned you are an auto mechanic, that must be very physically demanding
74	allergic to any medications
93	okay. how many sexual partners have you had
50	that is a smart decision. any tobacco use
74	are you allergic to anything
222	how old is your mother
13	how are you today
28	what are you most worried about when it comes to this back pain
31	have you ever had surgery
49	do yuo take any medications not prescribed to you
32	have you ever been in the hospital
42	do you enjoy living alone
0	what brings you in today
71	do you take any supplements
51	are you generally happy
145	what do you eat
142	do you have any chronic medical problems
193	do you go to church
172	when did the problems urinating start
186	how much ibuprofen do you take
19	that's a great health choice
83	what are you most worried about
110	home life
0	hi mr. wilkins, why dont you tell about why you came in today
32	have you been hospitalizated before
10	can you tell me a little more about this pain
253	were you sick as a child
95	when you sexually active, what gender are your partners
48	good to hear. do you drink alcohol
4	what do you do for a living
98	and your grandparents
8	any other changes
167	hello mr. wilkins, my name is jay - i'll be a prart of your patient care team today.
324	any weakness in your legs
27	ok, and were you doing anythign in particular when the pain started that could have caused the pain
24	how intense is the pain on a scale of 1-10
16	we will definitely try to help you with your back pain
33	can you please tell me your past immunizations
75	can we talk a little about your family history now
22	has the pain changed at all since it began
32	have you ever been admitted to the hospital
8	all right, we will talk more about that and hopefully get to the bottom of it. is there anything else you'd like to talk about today
1	where in the back
15	nice to meet you jim. my name is hannah rinehardt, and i am a medical student with dr. tajwhat brings you in today
1	could you show me where the pain is
111	do you like your job
53	do you feel safe at home
269	have you seen any other doctors for this
13	hi how are you
158	has your pain affected your daily life
31	have you had any surgeries
58	are you happy at work
2	how long ago did the pain start
89	how long has your back been hurting
4	what do you do
18	ok, we will definitely discuss that. is there anything else you want to address during your visit today
73	have you ever had any major injuries in the past
4	do you have any other jobs
56	excellent! wonderful weather we're having wouldn't you say
49	have you used marijuana, recreational drugs, or prescription drugs
107	okay. so it feels like someone is stepping on you
2	when did this start
45	what do you do for fun
277	what questions or concerns would you like me to bring up to the doctor
5	is there anything that makes your back feel better
3	is there anything that is making the pain worse
60	i'm sorry to hear that. can you tell me more about that
150	sure! do you notice it getting worse or better
37	of course. i'll be asking you a few questions about your general health history today, but first tell me, what would you like to talk about today
111	do you enjoy your work
134	has it been getting worse since then
24	on a scale of 1-10 how bad would you say it hurts
49	illegal drugs
32	have you ever been hsoptialized
150	does it get better at all? after you take the ibuprofen
34	do you take any medications
96	is that new
153	what does your diet generally consist of? are you eating healthy
8	i'm sorry to hear that.  we wiil talk about your back pain.  is there anythign else
23	we are going to get to the bottom of this problem.
42	do you live alone
81	who lives at home with you
10	tell me about your back pain.
149	a week ago you were helping your friend move a heavy sofa and you felt a sharp pain in your back
37	tell me about your health growing up
192	that's great to hear. how is your mood most days
45	what activities do you do
146	how many drinks of alcohol do you have in a week
229	has the pain gotten any better
313	is it worse at night
208	did they die of any particular diseases
0	ok, thank you.  which of the two is your primary concern
30	i see. have you had this problem before
48	do you drink
3	is there anything that makes your back pain worse
19	i'm glad to hear that!
50	mr. wilkins, do you smoke
32	hospitilizations
118	how is your sleep
249	is this pain keeping you up at night
209	do you have guns
75	do you have any family history of disease
20	now i will ask several questions about your social history.
45	right. what do you do for fun
8	have you noticed any other symptoms in the last week related to your back pain or urination
3	is there anthing that makes it worse
34	are you taking any medication
71	any over the counter medicaitons, alternative remedies, vitamins
25	does anything else in your life stress you out
8	do you have any other issues
49	do you use any other illicit drugs
111	do you enjoy your work
5	ok, and have you tried anything to make it feel better
184	i'm sorry, i can see how that'd be very frustrating
32	have you been hospitalized before
30	have you had this issue before
4	what do you do for a living
262	hi are you mr. wilkins
81	do you live with anyone at home
58	how is work
146	how many times a week do you drink alcohol
207	now i am going to move on to social history
50	do you use any tobacco products
115	is there pain anywhere else
117	how many times are you urinating a day
105	do you have to do a lot of bending in your job
72	okay, thank you.
178	i see. have you ever had a sexually transmitted infection
74	do you have any allergies, mr. wilkins
1	okay. and where on your back is the pain located
39	do you have any current illnesses
226	are your grandparents still here
2	when did it start
73	no problem. have you had any injuries
1	can you tell or show me where the pain is exactly
261	do you have any family
211	do you get headaches
52	are you sexually active
60	tell me more about that
10	can you tell me about this pain
226	are your grandparents still living
45	what do you do with your spare time
257	caffiene
178	have you ever had an sti
4	i'm so sorry. what do you do
39	are there any genetic illnesses you are aware of
33	do you have all of your immunizations
13	hello mr. wilkins, how are you today
5	what make it better
45	what do you do for fun
95	do you have sex with men, women, or both
10	i see, i see. can you expand more on your back pain
53	do you feel safe
22	okay. does it hurt all the time, or just sometimes
5	have you noticed anything makes the pain better
118	have you had any trouble sleeping
74	do you have any allergies
29	what about yourself, what is your medical history
73	great- glad to hear it. have you had any significant injuries
92	how long have you worked at your job
8	alright. before i leave, is there anything else you wouldlike to share with me
31	have you had any surgeries
4	what do you do for a living
30	have you had back pain before
66	i see. how is that affecting you
26	is there anything else that makes it better
74	any allergies or medications
49	do you do any drugs
50	do you smoke marijuana
115	are you experiencing pain anywhere else
227	if you do not mind me asking, what happened to your mother's parents
24	how would you rate the pain
19	great to hear!
156	ok, we will talk about your back pain and need to urinate more frequently.
22	is ita constant pain throughout the day
19	yes, i will then discuss your case with another doctor and we can decide on a plan togethe. does that sound good
26	what else have you tried to make it feel better
4	how are things at work
24	can you rate your pain from 1-10
45	what do you do to relac
20	okay, now i will ask you some questions about your health history.
119	tell me about your diet.
77	how are your siblings
0	what is your goal for coming to see me today
223	do you ever feel really sad
19	that's great! how has your week been
160	are you taking anything to help with the pain
107	ok, so let me summarize what i've heard from you
48	do you drink alcohol with tylenol
164	thank you for speaking with me. the doctor will be in to see you shortly.
107	let me feed back to you a few things.
67	ow often do you take the medication
8	anything else
8	is there anything else
107	in summary, we know you have back pain and would like some medication to mkae it feel better
13	hi how are you doing today
34	do you take any medications
184	i understand that must be frustrating.
61	how bad is the pain
5	what makes it better
34	that's great. are you currently on any medications
30	have you ever had back pain like this before
173	how old are you
76	what about your family? are your parents still living
232	how long have you owned a garage
32	have you been hospitalized before
30	have you had back pain in the past
261	do you have any close family
75	do your parents have any illnesses
77	do you have any siblings
34	are you on any medications
8	do you notice any associated symptoms
32	any hostpilizations
31	have you had any surgeries or trauma
4	what is your job
54	i will now go to discuss with the physician.
52	are you sexually active
87	could you tell me about your family
85	goodbye
125	have you been constipated
33	are your immunizations up to date
72	thank you.
8	so you have back pain and more frequent urination. anything else
23	hi mr wilkins- my name is colleen, i'm a medical student. i'm working with you r doctor today to help take care of you.
48	do you drink alcohol
31	have you ever had surgery
343	whta have you been taking saw palmetto for
196	did you hurt your back
3	what provokes it
11	is the pain localized to one area or is it spread throughout your back
8	anything else
8	okay. that is all my questions. is there anything else you would like to talk about
52	are you sexually active
2	did those two things both start about a week ago
60	ok so tell me more about your back pain
81	do you live with anyone
45	what do you do in your free time
32	have you ever been hospitalized
51	how is your mental health
167	alright mr. wilkins, i'd also like to ask you about your family's medical history
152	i'm sorry to hear that. it seems like your back pain is making it very difficult for you.
10	can you describe the pain
4	are you a mechanic
34	do you take any medications
121	can i inspect your back
10	how would you describe the pain
10	isee; i am sorry to hear that. could you tell me a bit more about that
119	how is your diet
2	when did it start
153	what about your diet? would you say you generally try to eat healthy
172	when did you notice your frequent urination
91	are you married
172	when did you notice your urinations
38	i am sorry to hear that
5	is that anything that has made the pain better
331	hello mr. wilkins. my name is daniel.
34	are you taking any medications
2	how long ago did the pain start
52	have you ever had sex
209	do you keep your guns safe
341	can you sit down
49	do you use drugs
3	what makes it worse
8	have you experienced other symptoms
3	does anything make your pain worse
158	that sounds tough.  has the pain impacted anything else in your life
60	can you tell me more about your pain
25	ok great. do you do anything to relieve stress
132	hello mr. jim wilkins can i call you jim
0	hello mr. wilkins. can you tell me what brings you in today
186	how much ibuprofen have you taken
81	who do you live with
308	does it get better when you stand
47	do you exercise regularly
319	when was your last period
74	do you have any allergies
183	you have told me that your back has been hurting since you helped your friend move. a dull ache, right
10	back pain, eh? can you describe it
19	there not the greatest
255	can yo utell me about your eating habits
49	are you taking any medications or drugs that are not prescibed
71	do you take supplements
0	what would you like me to help you with today
10	i am sorry to hear that. could you tell me a little more about your back pain
299	why do you take the baby aspirin
71	what dose of supplement
8	do you have any other conditions you'd like to share about
8	have you had any other symptoms
53	do you feel safe
78	do you have children
107	so not much benefit, i am so sorry to hear that. let me go ahead and recap what we have gone through so far
50	do you smoke
24	on a scale of 1-10 what is the pain
60	i am sorry to hear that.  can you tell me more
66	how has this been affecting your daily life
35	any other prescriptions
208	do you know what they died of
1	where on your back is the pain
60	tell me more about your back pain.
22	does the pain level stay constant throughout the day
24	on a scale of 1-10 how would you rate your pain
119	how is your diet
116	is it worse in the morning
166	what do you take for the pain
60	tell me more.
22	is it a constant pain
81	who do you live with
62	has the pain been impacting your work
39	have you been diagnosed with any medical conditions
30	have you had this before
89	i'm sorry to hear that. about how long has this been bothering you
19	ok great, so we will just focus on the back pain then and getting you better
236	i can see this is causing you a lot of discomfort. how have you been dealing with it
75	does you family have any diseases
31	any surgeries
16	i promise to do everything i can to help you feel better.
76	are your parents still alive
81	okay so tell me a little more about your life, do you live alone at home
103	what were you doing when the pain started
5	is there anything that makes the pain better
27	do you have any idea where the pain may have come from
6	are you taking any other medications
73	good to know. any previous history o fback injury
3	what makes the pain worse
22	does it get better or worse throughout the day
47	good to hear! and how is your diet and exercise routine
2	okay- it sounds like the back pain started when you lifted the couch. how long ago did this happen
48	do you drink alcohol
49	no recreational drugs
35	do you take prescription drugs not prescribed for you
4	what do you do for a living
24	i'm sorry to hear that. can you rate your pain on a scale from one to ten
74	great, do you have any allergies that you know of
24	and how wevere is the pain on a scale of 1-10
68	what dosage are you on
54	much for taking your time, i will go talk to my physician and come back in in a little bit!
84	do you have any other questions for me
94	do you use protection
76	are your parents still living
193	are you religious
37	how are your grandparent's health
91	do you have a spouse
24	i'll do my best. could you rate the pain on a scale from 1-10
40	is your mom healthy
42	and do you live alone
23	ya itotally understand how frustrating this must be. your healthcare team will do the best we can to get you feeling better!
32	have you ever been hospitalized
84	ok, and any questions for me
81	who lives at home with you
4	if you do not mind my asking, what do you do for a living
22	has it changed since you first experienced it
332	when does it hurt the most
10	how would you describe the pain
2	when did it start
355	are your partners men, women, or both
15	hello mr. wilkins, my name is danielle tyson. i am a medical student working on yuor health care team today.
110	how are things at home
11	does the pain travel anywhere else
300	do you lift weights
27	have you noticed any changes to the area that hirts
5	does anything make it better
208	do you know what age they were when they died
52	are you sexually active
6	do you take any other medications
173	how old are you
290	are you engaging in any sexual activity
4	what do you do for work
58	you stay busy
35	are you on any prescriptions
86	can you tell me more about the frequent urination
33	are you up to date on vaccinations
33	are you up to date with all your immunizations
208	do you know what your grandparents died from
65	ok. is the pain sharp or dull. can you describe it for me
3	is there anything that makes the pain worse
57	where do you work
58	great. how is work going
16	i can only imagine, i hope i can help you feel better.
24	how would you rate the pain
74	do you have any known allergies
60	tell me more about the pain in your back.
19	we will definitely get to the bottom of this problem, but first i need to ask you some questions to help me get to know you better and get an accurate picture of your overall health, which will help me treat you. does that sound good
81	do you live with anyone
93	how many partners have you had
31	any previous surgeries
115	have you noticed pain anywhere else
85	okay, i will be back to discuss our plan of treatment.
32	awesome! any hospitalizations or injuries
24	on a scale of one to ten, how severe is hte pain
158	i hope so too! how has this been affecting your life or your work
178	have you had any sexually transmitted diseases
161	does it seem more aching, burning, stabbing, or anything like that
80	good. any problems with your mood, feeling sad a lot
49	ok. any drug use
117	how frequently do you urinate
32	have you ever been hospitalized
66	ouch. how's it been affecting you
110	tell me about your home life.
2	i'm sorry to hear that. when did your back pain start
53	do you feel safe at home
8	okay. is there anything else
230	now i'm going to ask a little bit about your family members and their health. do y
32	could you tell me what brings you to the hospital today
145	what are your eating habits like
50	do you use tobacco
47	do you exercise
71	are you taking any supplements or vitamins
67	how often
87	can you tell me about your immediate family
2	when did the back pain start
26	i see. is there anything else you've tried to make the pain better
6	what other medications are you taking
13	hello, how are you doing today mr. wilkins
98	i see. do you know if any of your grandparents had medical problems
53	do you feel safe at home
98	how was your grandparents health
93	how many sexual partners have you had
53	do you feel safe at work
230	ok, now i would like to ask you some questions about your family. i am just trying to get to know you better and get a better sense of your background
60	tell em more.
309	do you ice it
66	how does the pain affect you on a daily basis
95	are your sexual partnerys generally men or women or both
15	hello mr. wilkins. my name is mary de laosa and i'm a first year medical student
86	could you tell me about your increased need to urinate
67	how often do you take it
81	do you live with anyone at home
95	what is your sexual orientation
81	okay. who lives with you at home
65	is the pain ever sharp
156	is there burning when you urinate
102	how long ago did you start having back pain
27	do you remember what you may have done to cause this pain
51	are you a happy person
75	has anyone in your family had any medical issues
19	great!
5	does anything make it better
46	do you have any hobbies
167	now i would like to move on to some more personal questions. i would like to reiterate that everything you tell me will be kept confidential, and at any time if you feel uncomfortable with a question, you are under no obligation to answer it.
117	how frequently are you urinating
40	ok, how about your parents? are they healthy
1	where exactly does it hurt
47	do you exercise
78	do you have children
24	how would you rate the pain right now, from 1 to 10, 10 being the worst pain you have ever experienced
19	great
109	hypertension
78	do you have any children
13	how are you doing today, jim wilkins.
57	where do you work
95	when you did have sex was it with men or women
52	are you sexually active
34	do you take any medications
4	so what do you do for work
20	ok great well part of my interview requires me to ask some more questions to get to know you better
161	you've taken some tylenol and it gets a littel better. but otherwise, is a dull pain
119	what is your diet like
33	are you up to date on your immunizations
39	do you live with any other medical problems
48	do you use alcohol or tobacco
162	has anyone in your family ever expereinced pain like this to your knowledge
261	do you have a family
4	do you have a job
11	does the pain stay in your middle back ordoes it radiate elsewhere
109	how is your blood pressure
33	have you been vaccinated
24	on a scale from 1 to 10, how would you rate the pain
49	any other illicit substances
3	does anythign make your back pain worse/
31	have you ever had to go to the hospital or had surgery
178	okay. have you ever had a sexually transmitted infection
190	do you have anyone to help you
84	absolutely. do you have any other questions for me
194	i understand. those can be uncomfortable
110	i understand! do your like your home
176	have you ever had a psychiatric condition
11	ok.  is the pain in one area of the back? or does it radiate or travel to other areas
10	can you describe your back pain for me again
202	are you in a relationship
156	does it hurt when you pee
236	how does that make you feel
71	do you take any supplements
18	thank you.  so you have been having back pain for a few days after lifting furniture.  you have a sharp pain in your back, and it has been keeping you out work.  is there anything else you would like to add
85	it was very nice to meet you
39	do you have any more problems
20	ok, now we'll move on to social history. before we start, i want to tell you that i ask all my patients the same questions so i hope you will not be offended.
18	ok. well i think i have all the information i need. is there anything else you need to tell me
151	sure- no problem. thanks so much for sharing this information with me. now i'm going to ask you some questions about your general health to get to know you better. is that okay
30	have you ever had back pain before
24	so what would you say on a scale of 1-10 how bad the pain is
85	have a nice day
151	so mr. wilkins, i just want to summarize what we talked about here today. is that okay
202	have you ever been in a relationship
39	any inheritable diseases
8	is there anything else that is bothering you
45	what activities are you involved in
179	okay well we have about 10 minutes to talk today
49	have you ever used illicit  drugs
154	do you take any drugs not prescribed by a doctor
107	does that all sound right
67	how many times a day do you take ibuprofen
115	ok. so, it was a very heavy couch. you said your pain is in your mid back, do you feel it anywhere else
36	how often do you visit the doctor
74	nothing environmental? like pollen or cats
225	are you taking any over the counter medications
3	does anything make the pain worse or better
157	i'm sorry your experiencing back pain. it must make work difficult
10	can you describe your back pain for me
140	any loss of bladder or bowel function
60	i am sorry to hear that. tell me more about this back pain
2	when did it start
24	can you rate the pain from 1-10
156	does urination cause pain
84	ok, we will evaluate your back pain further on physical exam.  do you have any questions for me
76	are you parents still with us
50	do you smoke
81	who all lives at home with you
0	what brings you in today
202	are you in a relatinoship
93	how many sexual partners have you had in your lifetime
30	have you ever had a history of back pain
61	how would you consider your pain level to be now
20	i am going to ask you a few more personal questions, but i assure you that these will help give me a better picture of your help and help me treat you better
74	are you allergic to any medications
66	how has this affected your current lifestyle
294	can you tell me more about saw palmento
11	does hte pain radiate
20	thank you, im now going to ask you some questions about your medical history
4	you said you work with cars, right
19	great practices!
93	how many women have you dated
75	any medical history in your family
34	what about medications
9	is there any other issue other than your back pain you'd like to discuss here today
29	okay, so now i am going to transition over to teh past medical history
252	great great, what about when you were a child
32	have you ever been admitted to the hospital
34	great. do you take any medications
67	how many pills do you take at once
186	how much medicine do you take
48	do you drink alcohol
74	do you have any allergies to medication
50	do you drink alcohol or smoke cigarettes
50	excellent. are you a smoker
22	is it a constant pain
81	who do you live with
22	is it constant pain or on and off
69	wow, i'm sure your back pain is really disruptive for your work then!
67	i see. how often do you take the ibuprofen
54	ok, i will take this information to my attending and see what we can do to help you out.
45	what do you do in your spare time
21	i want to make sure that any firearms have been stored properly so that i know you won't get hurt.
105	do you do a lot of lifting with your job
126	tell me more about your sore muscles
161	tell me more about the ache
0	could you tell me about what medical issues your grandparents had
8	have you noticed any other symptoms at the site
285	ok. have you had any sexual partners before this year
30	have you ever had anything like this before
37	aside from the current pain, how is your general health
152	oh no! it sounds like your back pain has been very difficult to deal with.
20	i'm going to ask you a few questions just to get a better picture of your health and help me treat you better
6	how about any other medications
